name,lat,lon,city
"Alankar Cinema, Ambewadi",18.9579554,72.8254315,5
"Amar Theatre, Chembur",19.0523111,72.9101544,5
"Ashish Theatre, Chembur Extension",19.039534,72.89525,5
Bahar Cinema: Vile Parle (E),19.10867,72.85335,5
"Bharat Chitra Mandir, Kurla North",19.071989,72.884082,5
Bharat Cineplex: Kurla (W),19.06685,72.87733,5
"Carnival: Annex Mall, Borivali",19.21546,72.86812,5
"Carnival: Dreams Mall, Bhandup",19.14617,72.93694,5
"Carnival: Harmony Mall, Oshiwara",19.15756,72.83473,5
"Carnival: Huma, Kanjurmarg",19.12873,72.92615,5
"Carnival: IMAX, Wadala",19.03122,72.881,5
"Carnival: Moviestar, Goregaon",19.1513,72.84638,5
Carnival: R Mall Mulund,19.18385,72.95173,5
"Carnival: Sangam, Andheri",19.11239,72.86467,5
Central Plaza: Girgaon,18.95464,72.81875,5
Chandan Cinema: Juhu,19.1147,72.8269,5
Chitra Cinema: Dadar (E),19.01336,72.84388,5
Cinemax: Andheri (E),19.11633,72.85641,5
Cinemax: Goregaon (W),19.15758,72.84491,5
"Cinemax: Infiniti Mall, Malad (W)",19.18512,72.83401,5
"Cinemax: R Odeon Mall, Ghatkopar (E)",19.0796,72.90937,5
"Cinepolis: Fun Republic Mall, Andheri (W)",19.13469,72.83279,5
"Cinepolis: Magnet Mall, Bhandup (W)",19.14114,72.93097,5
Citylight Cinema: Mahim,19.03054,72.84139,5
"Edward Talkies, Kalbadevi",18.945067,72.828944,5
EROS Theatre,18.932265,72.8279021,5
"Fun Cinemas: K Star Mall, Chembur",19.05235,72.90172,5
G7 Multiplex: Bandra (W),19.06148,72.83872,5
Gold Cinema: Dadar (E),19.00916,72.84208,5
Gold Cinema: Santacruz (W),19.08958,72.83912,5
Gold Cinema: Sona Borivali (E),19.23479,72.86494,5
"Gulshan Cinema, Ambewadi",18.9611893,72.8237326,5
"Imperial Cinema Pvt Ltd., Ambewadi",18.9585704,72.8174214,5
"INOX Laserplex: CR2, Nariman Point",18.92648,72.82293,5
"INOX: Inorbit Mall, Malad (W)",19.17238,72.83547,5
"INOX: Nakshatra Mall, Dadar (W)",19.0199,72.84133,5
"INOX: Neelyog, Ghatkopar (E)",19.08522,72.90917,5
"INOX: Raghuleela Mall, Kandivali (W)",19.21345,72.84918,5
"INOX: R-City, Ghatkopar",19.09982,72.91545,5
"INOX: Thakur Movie, Kandivali (E)",19.21198,72.87165,5
"Kalpana Cinema, Kurla North",19.0774572,72.8789704,5
"Kamran Theatre, Kurla North",19.077327,72.8788352,5
Kasturba Cinema: Malad,19.18786,72.84753,5
"Kings Cinema, Kurla North",19.0774291,72.8789924,5
"KSS Miniplex, Kurla North",19.0819265,72.8861376,5
Le Reve (Globus): Bandra (W),19.05605,72.83383,5
Liberty Cinema: Marine Lines,18.94143,72.82727,5
Maratha Mandir: Mumbai Central,18.97133,72.82214,5
Maxus Cinemas: Borivali (W),19.23223,72.82884,5
Maxus Cinemas: Saki Naka,19.09339,72.88374,5
"Mayur Cinema, Subhash Lane",19.2020115,72.8450572,5
"Metro INOX Cinemas, Marine Lines",18.9430131,72.8288781,5
Miraj Anupam Cinemas: Goregaon (E),19.16545,72.85126,5
Miraj Thakur Cinemas: Kandivali (E),19.20909,72.87242,5
"Moti Cinema, Ambewadi",18.9583336,72.8265371,5
Movietime Star City: Matunga (W),19.0286,72.8436,5
Movietime Suburbia: Bandra (W),19.06099,72.83685,5
Movietime: Dahisar (E),19.25194,72.86307,5
Movietime: Malad,19.18909,72.83519,5
"Movietime: The Hub, Goregaon",19.1548,72.85626,5
"Mukta A2 Cinemas: Jai Hind, Lalbaugh",18.98584,72.83596,5
"Mukta A2 Cinemas: Topiwala, Goregaon",19.16381,72.84758,5
Nandi Cinema: National Library Road,19.05546,72.83874,5
Natraj Cinema: Chembur,19.06247,72.89922,5
New Excelsior Mukta A2 Cinemas: Fort,18.93768,72.83344,5
"New Shirin Talkies, Agripada",18.9811379,72.8260349,5
"Nishat Talkies, Falkland Road",18.9620811,72.8237374,5
"Palace Talkies, V J B Udyan",18.9759324,72.8331947,5
Paradise E-Square Cinema: Mahim,19.0372,72.84256,5
Plaza Cinema: Dadar,19.02185,72.84276,5
Premier Gold: Dongri,18.96089,72.83809,5
Premiere Cinema: Dadar (E),19.00752,72.84061,5
PVR ICON: Versova,19.14147,72.83059,5
PVR ICON: Versova (Gold),19.14147,72.83059,5
"PVR: Citi Mall, Andheri (W)",19.13854,72.83122,5
"PVR: Dynamix, Juhu",19.11482,72.82753,5
"PVR: Growel, Kandivali (E)",19.20261,72.86005,5
"PVR: Market City, Kurla (4DX)",19.08571,72.88842,5
"PVR: Market City, Kurla (Gold)",19.08571,72.88842,5
"PVR: Market City, Kurla (Premiere)",19.08571,72.88842,5
"PVR: Milap, Kandivali (W)",19.19617,72.84706,5
"PVR: Nirmal Lifestyle, Mulund (W)",19.16732,72.93695,5
"PVR: Oberoi Mall, Goregaon (E)",19.17399,72.86125,5
"PVR: Phoenix, Kotak IMAX, Lower Parel",18.9952,72.82407,5
"PVR: Phoenix, Lower Parel",18.9952,72.82407,5
PVR: Sion,19.04175,72.86422,5
"PVR: Sona Shopping Centre, Kandivali (W)",19.20243,72.8511,5
Regal Cinema: Colaba,18.92472,72.83243,5
"RNA Play Cinema: Kalanagar, Bandra (E)",19.06131,72.85097,5
Roxy Cinema: Charni Road,18.95486,72.81667,5
"Royal Talkies, Falkland Road",18.9614956,72.8238455,5
Sangeeta Cineplex: Malad,19.18976,72.85168,5
"Shalimar Cinema, Bharat Nagar",18.9616462,72.8210111,5
"Sharad Talkies, Chembur",19.0506621,72.9104431,5
Sharada Cinema: Dadar (E),19.01385,72.84666,5
"Sheetal Cinema, Kurla North",19.0825802,72.8822279,5
"Shri Krishna Cinema, Bhandup Ind. Estate",19.151394,72.936919,5
"Silver Cinema, Ambewadi",18.9586775,72.8254684,5
Sterling Cineplex: Fort,18.93838,72.83307,5
Sun City: Vile Parle,19.10541,72.84651,5
"Super Cinema, Bharat Nagar",18.9620626,72.8209921,5
Super Cinema: Grant Road,18.962068,72.821162,5
